NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,NO_MESORREGIAO,CO_MESORREGIAO,NO_MICRORREGIAO,CO_MICRORREGIAO,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS,QT_MAT_INF,QT_MAT_FUND,QT_MAT_MED,QT_MAT_EJA,QT_MAT_ESP
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SEVERINO JOSE DE OLIVEIRA,26190869,445,445,0,0,0,22
Nordeste,2,Pernambuco,PE,26,Itaíba,2607505,Agreste Pernambucano,2603,Vale do Ipanema,26007,EDUCANDARIO RAIO DE LUZ,26190877,242,78,164,0,0,3
Nordeste,2,Pernambuco,PE,26,Escada,2605202,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,CENTRO MUNICIPAL DE EDUCACAO INFANTIL GERUSA DO CARMO CLAUDIANO,26190885,150,150,0,0,0,6
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,CENTRO DE ENSINO NOVA DIMENSAO,26190893,397,0,0,0,0,2
Nordeste,2,Pernambuco,PE,26,São Bento do Una,2613008,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA MUNICIPAL ANA ALVES CAVALCANTE,26190907,486,228,258,0,0,21
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA MUNICIPAL ESCOLA SANTA LUZIA,26190915,393,0,329,0,64,32
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CRECHE ESCOLA RECIFE DA ESTANCIA,26190923,202,202,0,0,0,17
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CENTRO EDUCACIONAL PEQUENO PESQUISADOR,26190931,128,45,83,0,0,4
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA CASTELO RENASCER EM CRISTO,26190940,97,97,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Buíque,2602803,Agreste Pernambucano,2603,Vale do Ipanema,26007,CEMA CENTRO EDUCACIONAL MARIA AURORA LTDA,26190958,48,22,26,0,0,0
Nordeste,2,Pernambuco,PE,26,Goiana,2606200,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,GEG CURSOS TECNICOS EIRELI,26190966,1061,0,0,0,0,4
Nordeste,2,Pernambuco,PE,26,Ipojuca,2607208,Metropolitana de Recife,2605,Suape,26018,EDUCANDARIO CONSTRUINDO O SABER,26190974,73,73,0,0,0,2
Nordeste,2,Pernambuco,PE,26,Ipojuca,2607208,Metropolitana de Recife,2605,Suape,26018,EDUCANDARIO PORTO SEGURO,26190982,176,79,97,0,0,5
Nordeste,2,Pernambuco,PE,26,Macaparana,2609006,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,CENTRO EDUCACIONAL CELSIMAR CAVALCANTI DE MORAIS,26190990,104,64,40,0,0,3
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CENTRO DE DESENVOLVIMENTO INFANTIL AVANCADO,26191008,239,174,65,0,0,6
Nordeste,2,Pernambuco,PE,26,Quixaba,2611533,Sertão Pernambucano,2601,Pajeú,26003,CENTRO DE EDUCACAO INFANTIL KAMILA MORATO MARQUES,26191016,119,119,0,0,0,4
Nordeste,2,Pernambuco,PE,26,Paulista,2610707,Metropolitana de Recife,2605,Recife,26017,COLEGIO ROSA DE SARON,26191024,50,0,50,0,0,1
Nordeste,2,Pernambuco,PE,26,Jaqueira,2607950,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,ESCOLA MUNICIPAL HENRIQUE DO REGO BARROS,26191032,330,86,244,0,0,9
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,AQUARELA CENTRO EDUCACIONAL,26191040,236,121,115,0,0,2
Nordeste,2,Pernambuco,PE,26,Gravatá,2606408,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA AQUARELA DO SABER,26191059,48,34,14,0,0,1
Nordeste,2,Pernambuco,PE,26,Pesqueira,2610905,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CRECHE MUNICIPAL ERALDO GOMES DE FREITAS,26191067,141,141,0,0,0,6
Nordeste,2,Pernambuco,PE,26,Olinda,2609600,Metropolitana de Recife,2605,Recife,26017,PORTAL INFANTIL QUERUBIM,26191075,139,95,44,0,0,0
Nordeste,2,Pernambuco,PE,26,Serra Talhada,2613909,Sertão Pernambucano,2601,Pajeú,26003,EDUCACIONAL SERRA TALHADA EIRELI,26191083,485,0,0,0,0,1
Nordeste,2,Pernambuco,PE,26,Surubim,2614501,Agreste Pernambucano,2603,Alto Capibaribe,26009,ESCOLA PIAGET,26191091,13,8,5,0,0,0
Nordeste,2,Pernambuco,PE,26,Santa Cruz do Capibaribe,2612505,Agreste Pernambucano,2603,Alto Capibaribe,26009,CENTRO EDUCACIONAL EFETIVO,26191105,287,137,150,0,0,23
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,EDUCANDARIO JOAO PAULO,26191113,52,27,25,0,0,0
Nordeste,2,Pernambuco,PE,26,Belo Jardim,2601706,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA TECNICA SENAI BELO JARDIM,26191121,215,0,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Goiana,2606200,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,ESCOLA TECNICA SENAI GOIANA,26191130,514,0,0,0,0,1
Nordeste,2,Pernambuco,PE,26,Olinda,2609600,Metropolitana de Recife,2605,Recife,26017,INSTITUTO EMMANUEL BORGES,26191148,62,0,62,0,0,4
Nordeste,2,Pernambuco,PE,26,São José do Belmonte,2613503,Sertão Pernambucano,2601,Salgueiro,26002,ESCOLA MUNICIPAL MARIA JOSE NOBREGA DE FIGUEIREDO MOURA,26191156,1179,0,1068,0,111,54
Nordeste,2,Pernambuco,PE,26,Limoeiro,2608909,Agreste Pernambucano,2603,Médio Capibaribe,26010,CENTRO MUNICIPAL DE EDUCACAO INFANTIL SAGRADA FAMILIA,26191164,126,126,0,0,0,6
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,ESCOLA PRIMEIROS PASSOS CAMPOS SALES,26191172,107,74,33,0,0,2
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,INSTITUTO EDUCACIONAL THAILANY,26191202,,,,,,
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA CANAA,26191210,13,0,13,0,0,0
Nordeste,2,Pernambuco,PE,26,Cabrobó,2603009,São Francisco Pernambucano,2602,Petrolina,26005,ESCOLA TECNICA ESTADUAL PROFESSORA MARIA AMELIA DE FREITAS ARAUJO,26191229,251,0,0,251,0,2
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,ESCOLA REINO DO SABER,26191237,82,27,55,0,0,0
Nordeste,2,Pernambuco,PE,26,Santa Cruz,2612455,Sertão Pernambucano,2601,Araripina,26001,ESCOLA MUNICIPAL DE REFERENCIA ADALGIZA DIAS,26191245,207,0,207,0,0,23
Nordeste,2,Pernambuco,PE,26,Olinda,2609600,Metropolitana de Recife,2605,Recife,26017,COLEGIO SAO MATHEUS,26191253,57,0,57,0,0,1
Nordeste,2,Pernambuco,PE,26,Itaíba,2607505,Agreste Pernambucano,2603,Vale do Ipanema,26007,ESCOLA TECNICA ESTADUAL MARIA FERREIRA MARTINS,26191261,429,0,0,322,0,3
Nordeste,2,Pernambuco,PE,26,Itaquitinga,2607802,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,ESCOLA ESTADUAL PROFESSOR PAULO FREIRE - ITAQUITINGA,26191270,162,0,0,0,162,5
Nordeste,2,Pernambuco,PE,26,Iati,2606507,Agreste Pernambucano,2603,Garanhuns,26011,ESCOLINHA PINGUINHO DE GENTE,26191288,105,45,60,0,0,1
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LINDOMAR DOMINGOS DA SILVA ANJOS,26191296,383,383,0,0,0,22
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LIGIA DE ARAUJO DE OLIVEIRA,26191300,227,227,0,0,0,7
Nordeste,2,Pernambuco,PE,26,Salgueiro,2612208,Sertão Pernambucano,2601,Salgueiro,26002,ESCOLA PROFESSOR JOSE PONTES JARDIM,26191318,390,34,356,0,0,21
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,CMEI PROFESSORA MARIA VICENTE DE SOUZA,26191326,117,117,0,0,0,3
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,COLEGIO DOM LEAO,26191334,316,0,316,0,0,7
Nordeste,2,Pernambuco,PE,26,Cabo de Santo Agostinho,2602902,Metropolitana de Recife,2605,Suape,26018,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA SUELI MESQUITA,26191342,201,201,0,0,0,6
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,TODDLING STEPS,26191350,60,35,25,0,0,0
Nordeste,2,Pernambuco,PE,26,Timbaúba,2615300,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,JOERLLYS SERGIO DA SILVA ONLY CURSOS TECNICOS,26191369,46,0,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Frei Miguelinho,2605806,Agreste Pernambucano,2603,Alto Capibaribe,26009,EDUCANDARIO MONTEIRO LOBATO,26191377,153,57,96,0,0,4
Nordeste,2,Pernambuco,PE,26,Jatobá,2608057,São Francisco Pernambucano,2602,Itaparica,26006,ESCOLA ESTADUAL INDIGENA SEBASTIAO FRANCISCO TENORIO,26191385,39,20,11,0,8,2
Nordeste,2,Pernambuco,PE,26,Ilha de Itamaracá,2607604,Metropolitana de Recife,2605,Itamaracá,26016,NUCLEO EDUCACIONAL PINGO DE GENTE,26191393,61,61,0,0,0,2
Nordeste,2,Pernambuco,PE,26,Vertentes,2616209,Agreste Pernambucano,2603,Alto Capibaribe,26009,ESCOLA MUNICIPAL JOSE HELTER FERREIRA LEAL CORREA DE ARAUJO,26191407,328,0,328,0,0,5
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA STUDIO DA CRIANCA,26191415,142,121,21,0,0,0
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,COLEGIO ELO,26191423,1336,187,809,340,0,33
Nordeste,2,Pernambuco,PE,26,Venturosa,2616001,Agreste Pernambucano,2603,Vale do Ipanema,26007,COLEGIO BATISTA BEREANO,26191431,231,66,165,0,0,6
Nordeste,2,Pernambuco,PE,26,Surubim,2614501,Agreste Pernambucano,2603,Alto Capibaribe,26009,PERGAMO CENTRO EDUCACIONAL,26191440,41,0,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Pombos,2611309,Mata Pernambucana,2604,Vitória de Santo Antão,26014,CENTRO EDUCACIONAL INOVACAO - CEI,26191458,189,0,189,0,0,3
Nordeste,2,Pernambuco,PE,26,Brejão,2602407,Agreste Pernambucano,2603,Garanhuns,26011,EDUCANDARIO SEMEANDO O SABER,26191466,59,59,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,EDUCANDARIO SANTO ANTONIO,26191474,48,48,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Petrolina,2611101,São Francisco Pernambucano,2602,Petrolina,26005,ESCOLA MUNICIPAL THASSIO RANGEL PEREIRA LIMA,26191482,224,0,224,0,0,13
Nordeste,2,Pernambuco,PE,26,Santa Cruz do Capibaribe,2612505,Agreste Pernambucano,2603,Alto Capibaribe,26009,CRECHE MUNICIPAL MATILDE MONTEIRO VIEIRA,26191490,256,256,0,0,0,13
Nordeste,2,Pernambuco,PE,26,Petrolina,2611101,São Francisco Pernambucano,2602,Petrolina,26005,CENTRO MUNICIPAL DE EDUCACAO INFANTIL TEREZINHA DE ALENCAR LACERDA,26191504,115,115,0,0,0,8
Nordeste,2,Pernambuco,PE,26,Cabrobó,2603009,São Francisco Pernambucano,2602,Petrolina,26005,ESCOLA ESTADUAL INDIGENA FELIPE JHONES MACIEL,26191512,150,76,74,0,0,7
Nordeste,2,Pernambuco,PE,26,Carpina,2604007,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,INSTITUTO BATISTA DE EDUCACAO CRISTA,26191520,101,54,47,0,0,3
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA CRISTA NA VARZEA,26191539,229,87,142,0,0,6
Nordeste,2,Pernambuco,PE,26,Triunfo,2615706,Sertão Pernambucano,2601,Pajeú,26003,CRECHE MUNICIPAL PROFESSORA ESTER VIANA DE VASCONCELOS,26191547,298,298,0,0,0,17
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ARTESAO SEVERINO VITALINO,26191555,298,298,0,0,0,9
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ARTISTA PLASTICA LUISA CAVALCANTI MACIEL,26191563,459,459,0,0,0,18
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA ALEIR RIBEIRO GALVAO,26191571,166,166,0,0,0,9
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CENTRO MUNICIPAL DE EDUCACAO INFANTIL DOM ANTONIO SOARES COSTA,26191580,120,120,0,0,0,3
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CENTRO MUNICIPAL DE EDUCACAO INFANTIL AMELIA TEREZA DA CONCEICAO,26191598,186,186,0,0,0,5
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,SHALOM CENTRO EDUCACIONAL,26191601,415,0,415,0,0,10
Nordeste,2,Pernambuco,PE,26,Paudalho,2610608,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,ESCOLA MUNICIPAL PREFEITO HERCULANO BANDEIRA DE MELO FILHO,26191610,258,0,258,0,0,14
Nordeste,2,Pernambuco,PE,26,Vitória de Santo Antão,2616407,Mata Pernambucana,2604,Vitória de Santo Antão,26014,CENTRO INFANTIL SANTO INACIO DE LOIOLA,26191628,182,182,0,0,0,3
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA EM TEMPO INTEGRAL IRMA CECILIANA GROSS,26191636,554,0,554,0,0,14
Nordeste,2,Pernambuco,PE,26,Paulista,2610707,Metropolitana de Recife,2605,Recife,26017,ESCOLA MEU ACONCHEGO,26191644,191,163,28,0,0,23
Nordeste,2,Pernambuco,PE,26,Olinda,2609600,Metropolitana de Recife,2605,Recife,26017,CMEI BARTOLOMEU AROUCHA,26191652,138,138,0,0,0,25
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,ESCOLA FAZER SONHAR,26191660,44,0,44,0,0,1
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CRECHE ESC RECIFE CRECHE ESCOLA DEPUTADO ALCIDES TEIXEIRA,26191679,246,246,0,0,0,14
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CRECHE ESC RECIFE SALETE MATIAS BORGES,26191687,45,45,0,0,0,2
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CRECHE ESC RECIFE MARIA LUZINETE DA COSTA,26191695,62,62,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Belo Jardim,2601706,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA MUNICIPAL PROFESSORA MARIA ANTONIETA GOMES BARBOSA,26191709,645,76,569,0,0,20
Nordeste,2,Pernambuco,PE,26,Belo Jardim,2601706,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA MUNICIPAL MARCIONILA ALVES,26191717,311,0,201,0,110,13
Nordeste,2,Pernambuco,PE,26,Belo Jardim,2601706,Agreste Pernambucano,2603,Vale do Ipojuca,26008,CRECHE MUNICIPAL ADAUSIA CHAVES GOMES,26191725,44,44,0,0,0,2
Nordeste,2,Pernambuco,PE,26,Cabo de Santo Agostinho,2602902,Metropolitana de Recife,2605,Suape,26018,EDUCANDARIO NOVO HORIZONTE,26191733,228,58,170,0,0,0
Nordeste,2,Pernambuco,PE,26,Moreno,2609402,Metropolitana de Recife,2605,Recife,26017,COLEGIO FORTISSIMUS,26191741,27,0,27,0,0,0
Nordeste,2,Pernambuco,PE,26,Camaragibe,2603454,Metropolitana de Recife,2605,Recife,26017,ESCOLA GENESIS,26191750,164,0,164,0,0,2
Nordeste,2,Pernambuco,PE,26,São José da Coroa Grande,2613404,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,ESCOLA MUNICIPAL JUDITE MARIA DE ALMEIDA,26191768,234,234,0,0,0,6
Nordeste,2,Pernambuco,PE,26,Brejo da Madre de Deus,2602605,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA E HOTELZINHO EVOLUIR,26191776,79,75,4,0,0,2
Nordeste,2,Pernambuco,PE,26,Vitória de Santo Antão,2616407,Mata Pernambucana,2604,Vitória de Santo Antão,26014,ESCOLA ESTADUAL ASP JOSE ALDO DA SILVA,26191784,244,0,0,0,244,1
Nordeste,2,Pernambuco,PE,26,Arcoverde,2601201,Sertão Pernambucano,2601,Sertão do Moxotó,26004,ESCOLA MUNICIPAL JOAO BATISTA CRUZ BARROS,26191792,494,0,494,0,0,18
Nordeste,2,Pernambuco,PE,26,Petrolina,2611101,São Francisco Pernambucano,2602,Petrolina,26005,UNIDADE DE ACOLHIMENTO A CRIANCA DO PROGRAMA NOVA SEMENTE ANASTACIO LUIZ ROSA,26191806,52,52,0,0,0,1
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CENTRO EDUCACIONAL INCLUSIVO ULISSES PERNAMBUCANO - CEIUP,26191814,,,,,,
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,CRECHE ESC RECIFE BREJO DO BEBERIBE,26191822,41,41,0,0,0,0
Nordeste,2,Pernambuco,PE,26,Aliança,2600708,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,COLEGIO SAGRADA FAMILIA,26191830,225,80,145,0,0,3
Nordeste,2,Pernambuco,PE,26,Paulista,2610707,Metropolitana de Recife,2605,Recife,26017,INSTITUTO EDUCACIONAL SHEKINAH,26191849,,,,,,
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA ELEVA,26191857,602,159,443,0,0,2
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,COLEGIO SAO PLACIDO,26191865,95,57,38,0,0,0
Nordeste,2,Pernambuco,PE,26,Jatobá,2608057,São Francisco Pernambucano,2602,Itaparica,26006,ESCOLA ESTADUAL INDIGENA TERRITORIO DO SABER,26191873,41,10,18,0,13,6
Nordeste,2,Pernambuco,PE,26,Tacaratu,2614808,São Francisco Pernambucano,2602,Itaparica,26006,ESCOLA ESTADUAL INDIGENA CACIQUE NARCISO PEDRO,26191881,164,62,59,0,43,6
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,UNIC - UNIVERSIDADE DA CRIANCA,26191890,26,12,14,0,0,1
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA CRISTA DA BOA VIAGEM,26191903,270,172,98,0,0,2
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ESCOLA INTEGRAR,26191911,91,91,0,0,0,2
Nordeste,2,Pernambuco,PE,26,Petrolina,2611101,São Francisco Pernambucano,2602,Petrolina,26005,UNIDADE DE ACOLHIMENTO A CRIANCA DO PROGRAMA NOVA SEMENTE MARIA DO SOCORRO GRANJA,26191920,67,67,0,0,0,3
Nordeste,2,Pernambuco,PE,26,Olinda,2609600,Metropolitana de Recife,2605,Recife,26017,ESCOLA ESPACO ALTERNATIVO,26191938,115,67,48,0,0,9
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA URIEL,26191946,425,165,260,0,0,5
Nordeste,2,Pernambuco,PE,26,Brejo da Madre de Deus,2602605,Agreste Pernambucano,2603,Vale do Ipojuca,26008,ESCOLA CONEXAO DO SABER,26191954,87,29,58,0,0,2
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,INSTITUTO GRANDE SER,26191962,43,23,20,0,0,3
Nordeste,2,Pernambuco,PE,26,Santa Cruz,2612455,Sertão Pernambucano,2601,Araripina,26001,EDUCANDARIO MONSENHOR GONCALO,26191970,106,14,92,0,0,0
Nordeste,2,Pernambuco,PE,26,Exu,2605301,Sertão Pernambucano,2601,Araripina,26001,ESCOLINHA FABRICA DOS SONHOS,26191989,107,57,50,0,0,1
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,CRECHE MUNICIPAL DE EDUCACAO INFANTIL ZILDA ARNS NEUMANN,26191997,272,272,0,0,0,5
Nordeste,2,Pernambuco,PE,26,Salgueiro,2612208,Sertão Pernambucano,2601,Salgueiro,26002,ESCOLA FRANCISCO DE SA SAMPAIO - DR CHICO,26192012,437,78,359,0,0,20
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,COLEGIO MEGA,26192020,62,40,22,0,0,1
Nordeste,2,Pernambuco,PE,26,Tacaimbó,2614709,Agreste Pernambucano,2603,Vale do Ipojuca,26008,COLEGIO INCENTIVO,26192039,119,48,71,0,0,10
Nordeste,2,Pernambuco,PE,26,Caruaru,2604106,Agreste Pernambucano,2603,Vale do Ipojuca,26008,EDUCACIONAL MONTE MORIA,26192047,47,31,16,0,0,0
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,CRECHE PROFESSOR RODRIGO FREITAS DE SANTANA,26192055,215,215,0,0,0,5
Nordeste,2,Pernambuco,PE,26,Vitória de Santo Antão,2616407,Mata Pernambucana,2604,Vitória de Santo Antão,26014,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA EUNICE DE VASCONCELOS XAVIER,26192063,183,183,0,0,0,15
Nordeste,2,Pernambuco,PE,26,Garanhuns,2606002,Agreste Pernambucano,2603,Garanhuns,26011,CMEI- CENTRO DE EDUCACAO INFANTIL GOVERNADOR MIGUEL ARRAES DE ALENCAR MIGUELZINHO,26192071,186,186,0,0,0,3
Nordeste,2,Pernambuco,PE,26,Vitória de Santo Antão,2616407,Mata Pernambucana,2604,Vitória de Santo Antão,26014,CMEI CRECHE MUNICIPAL PROFESSORA SEVERINA DE ANDRADE MOURA,26192080,113,113,0,0,0,2
Nordeste,2,Pernambuco,PE,26,Jaboatão dos Guararapes,2607901,Metropolitana de Recife,2605,Recife,26017,COLEGIO PARAISO DO SABER,26192098,47,34,13,0,0,7
Nordeste,2,Pernambuco,PE,26,Camaragibe,2603454,Metropolitana de Recife,2605,Recife,26017,ESCOLA PEQUENO APRENDIZ,26192101,244,137,107,0,0,15
Nordeste,2,Pernambuco,PE,26,Petrolina,2611101,São Francisco Pernambucano,2602,Petrolina,26005,ESCOLA ANA NERY - UNIDADE BEIJA FLOR,26192110,291,107,184,0,0,2
Nordeste,2,Pernambuco,PE,26,Igarassu,2606804,Metropolitana de Recife,2605,Itamaracá,26016,EDUCANDARIO PATRICIA OLIVEIRA,26192128,165,130,35,0,0,10
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,ZOE CENTRO EDUCACIONAL LTDA,26192136,50,45,5,0,0,2
Nordeste,2,Pernambuco,PE,26,Ipojuca,2607208,Metropolitana de Recife,2605,Suape,26018,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ANTONIA RENICE DA SILVA,26192144,421,421,0,0,0,8
Nordeste,2,Pernambuco,PE,26,Ipojuca,2607208,Metropolitana de Recife,2605,Suape,26018,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA DORALICE MARIA DA SILVA,26192152,151,151,0,0,0,3
Nordeste,2,Pernambuco,PE,26,Araripina,2601102,Sertão Pernambucano,2601,Araripina,26001,MAMAE CORUJA ESCOLA E HOTELZINHO,26192160,70,70,0,0,0,4
Nordeste,2,Pernambuco,PE,26,Recife,2611606,Metropolitana de Recife,2605,Recife,26017,COLEGIO DOM,26192179,195,63,132,0,0,7
Nordeste,2,Pernambuco,PE,26,Vicência,2616308,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,CENTRO EDUCACIONAL MAOS DE LUZ,26192187,140,74,66,0,0,2
Nordeste,2,Pernambuco,PE,26,Macaparana,2609006,Mata Pernambucana,2604,Mata Setentrional Pernambucana,26013,CRECHE MUNICIPAL JOAQUINA AMORIM DA SILVA,26192195,145,145,0,0,0,1
Nordeste,2,Pernambuco,PE,26,Xexéu,2616506,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,CRECHE MUNICIPAL PROFESSORA ETIENE LINS BARRETO,26192209,120,120,0,0,0,20
Nordeste,2,Pernambuco,PE,26,Xexéu,2616506,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,ESCOLA MUNICIPAL PROFESSORA ISABEL DE CASSIA MOREIRA E SILVA,26192217,314,0,239,0,75,30
Nordeste,2,Pernambuco,PE,26,Xexéu,2616506,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,ESCOLA MUNICIPAL DR JOSE HAMILTON LINS,26192225,161,18,143,0,0,15
Nordeste,2,Pernambuco,PE,26,Maraial,2609204,Mata Pernambucana,2604,Mata Meridional Pernambucana,26015,CRECHE MUNICIPAL TIA MOEMA,26192233,117,117,0,0,0,0
Nordeste,2,Pernambuco,PE,26,São Lourenço da Mata,2613701,Metropolitana de Recife,2605,Recife,26017,EDUCANDARIO CAMINHO DO SABER,26192241,160,75,85,0,0,9
